,name,x1,c,mass,x1_err,c_err,mass_err,set
120,17809,1.7477,0.0249158,9.84,0.5808,0.0468368,0.117,SDSS
123,17875,1.1507,-0.0274084,10.702,0.3249,0.0389379,0.11,SDSS
124,17884,0.7069,-0.121929,10.453,0.2872,0.0369371,0.083,SDSS
125,18030,-0.570274,-0.0468608,9.658,0.253,0.0342008,0.041,SDSS
126,18241,-1.11905,-0.076959,9.988,0.1281,0.0270185,0.091,SDSS
127,18323,0.2151,-0.0334855,9.359,0.2252,0.0285437,0.082,SDSS
128,18325,0.4217,-0.0578248,11.505,0.3833,0.0445463,0.138,SDSS
129,18466,-0.128722,0.0389106,10.917,0.2531,0.0353274,0.062,SDSS
131,18602,0.9143,0.0654483,9.299,0.1877,0.0287297,0.106,SDSS
132,18617,-0.153212,-0.0327971,10.076,0.8979,0.0589031,0.15,SDSS
133,18697,0.7485,0.00307256,10.524,0.1232,0.0204643,0.043,SDSS
134,18721,0.1987,-0.144814,11.331,0.8733,0.064721,0.103,SDSS
135,18749,-1.42348,0.0611586,11.172,0.433,0.0325472,0.078,SDSS
136,18804,0.8983,-0.0368055,10.3,0.2029,0.0285179,0.074,SDSS
137,18809,-1.17421,-0.0645902,11.137,0.1844,0.0272481,0.072,SDSS
138,18835,0.7563,-8.72893e-05,10.791,0.1123,0.025395,0.095,SDSS
139,18855,0.2466,-0.0159581,10.368,0.1462,0.024684,0.065,SDSS
140,18927,-0.590351,0.1169,11.503,0.3878,0.0403073,0.005,SDSS
141,18940,-0.844153,-0.0323887,10.226,0.2592,0.0374311,0.077,SDSS
143,18965,-0.621068,-0.108574,10.63,0.231,0.0348709,0.11,SDSS
144,19002,0.3302,-0.0967116,10.716,0.3235,0.0372479,0.08,SDSS
146,19027,0.5468,0.00456619,9.592,0.5632,0.0482195,0.127,SDSS
149,19230,-1.6479,0.0807081,10.516,0.459,0.0448874,0.102,SDSS
151,19341,-1.53429,0.0219727,11.015,0.3774,0.0438693,0.083,SDSS
152,19353,0.9203,0.0445747,11.004,0.2106,0.0268876,0.059,SDSS
153,19425,-1.59376,0.1334,10.636,0.4847,0.0575675,0.105,SDSS
154,19596,0.6495,-0.0427628,9.959,0.5203,0.0469995,0.161,SDSS
155,19632,0.1413,-0.0557019,11.113,0.5534,0.0528977,0.108,SDSS
156,19775,-0.219475,0.0997033,10.486,0.2048,0.0299459,0.104,SDSS
157,19794,-2.39803,0.0473427,11.367,0.6901,0.0738298,0.108,SDSS
158,19818,1.1463,-0.0293174,10.154,0.571,0.0460641,0.103,SDSS
159,19913,0.084569,-0.0550356,10.051,0.3453,0.0358488,0.087,SDSS
160,19953,0.6975,-0.123223,9.671,0.1855,0.0215041,0.063,SDSS
161,19969,0.0577259,0.0215307,10.367,0.2542,0.0266622,0.062,SDSS
162,19990,-1.30352,-0.0913598,10.628,0.3468,0.0462421,0.154,SDSS
163,20039,0.8079,0.0622803,11.428,0.5089,0.0424396,0.133,SDSS
164,20084,0.0671062,0.1479,9.191,0.2861,0.0302154,0.096,SDSS
165,20088,-0.204599,-0.155212,11.383,0.2149,0.0325232,0.098,SDSS
166,20111,-0.0260457,0.0139437,10.934,0.6143,0.0451589,0.119,SDSS
167,20142,1.2825,-0.0913646,9.365,0.6428,0.0388199,0.13,SDSS
168,20227,-1.21241,-0.139652,11.046,0.5566,0.0466586,0.149,SDSS
169,20245,-0.570288,0.0506984,11.74,0.9215,0.0540835,0.084,SDSS
170,20364,0.4805,0.0270099,10.389,0.823,0.0413826,0.079,SDSS
171,20581,-0.425017,-0.11513,9.903,0.4548,0.0343224,0.048,SDSS
172,20687,-0.648061,0.1451,10.976,0.7401,0.045866,0.064,SDSS
175,21042,1.2782,-0.0957912,9.374,0.5943,0.05017,0.062,SDSS
176,21062,0.7437,0.0229369,9.321,0.3475,0.0283679,0.081,SDSS
177,21502,-0.283315,-0.0453396,11.278,0.2421,0.0234845,0.092,SDSS
178,722,-0.477776,-0.0827574,10.969,0.1869,0.0348375,0.056,SDSS
179,762,1.1266,-0.0356394,11.236,0.2736,0.0286933,0.075,SDSS
180,774,0.644,-0.017681,10.816,0.1642,0.025819,0.101,SDSS
181,1032,-2.53849,0.0505356,10.681,0.2045,0.0382237,0.067,SDSS
182,1253,-0.930437,-0.118047,11.153,0.4754,0.0487221,0.093,SDSS
183,2017,1.4254,-0.102307,10.547,0.5719,0.0493426,0.076,SDSS
184,2246,0.3333,0.076592,10.798,0.3616,0.0355982,0.099,SDSS
186,2330,-1.86247,0.0434353,9.872,0.5844,0.0575145,0.099,SDSS
187,2372,0.3129,0.0318459,10.597,0.2154,0.0274785,0.072,SDSS
188,2440,0.4252,-0.0771681,10.325,0.2947,0.0289993,0.071,SDSS
189,2533,1.779,-0.0770085,9.755,0.7131,0.0520014,0.188,SDSS
190,2561,-0.0882739,0.0454258,10.765,0.1148,0.0249203,0.033,SDSS
191,2789,-0.758882,-0.106768,11.224,0.5496,0.054931,0.16,SDSS
194,3452,0.9086,-0.0889201,9.23,0.2735,0.0363512,0.082,SDSS
195,3592,-0.140857,-0.0342205,10.74,0.0717621,0.0204317,0.057,SDSS
196,4000,-1.08336,-0.00960667,10.919,0.6104,0.0648967,0.072,SDSS
197,4577,0.4114,-0.0640333,10.535,0.8244,0.0528092,0.169,SDSS
198,5391,0.3229,-0.0207486,9.299,0.5964,0.059694,0.089,SDSS
199,5395,1.1909,-0.00777788,9.08,0.1366,0.0233227,0.075,SDSS
200,5550,1.9037,-0.042121,9.564,0.1985,0.0215071,0.094,SDSS
201,5717,1.3148,-0.0398458,9.431,0.439,0.0397304,0.116,SDSS
202,5736,-0.176971,-0.00344946,10.474,0.3181,0.0361306,0.179,SDSS
203,5751,0.7567,0.1574,10.78,0.1469,0.0248274,0.084,SDSS
206,6192,-1.94882,-0.0589479,9.639,0.8049,0.0497808,0.111,SDSS
207,6249,0.6042,0.0292788,10.047,0.6888,0.0458782,0.107,SDSS
208,6304,-0.493413,0.0717923,10.656,0.4074,0.0297121,0.055,SDSS
209,6406,0.1271,0.00627042,10.549,0.1329,0.0231743,0.054,SDSS
211,6699,-0.639214,-0.136551,10.655,0.6731,0.0485404,0.14,SDSS
212,6780,-1.7321,-0.0288782,11.272,0.386,0.0453158,0.08,SDSS
214,6936,0.0234085,-0.0167016,10.259,0.3084,0.0277324,0.073,SDSS
215,7143,-0.47161,0.013332,10.28,0.6635,0.0461648,0.108,SDSS
216,7473,-0.164358,-0.0967086,8.954,0.2892,0.0329034,0.275,SDSS
219,7876,0.4727,-0.0197678,10.379,0.0919631,0.0208257,0.04,SDSS
220,8046,0.2378,0.0403687,11.335,0.4891,0.046888,0.082,SDSS
221,8213,-0.666128,0.159,10.522,0.3365,0.0379898,0.147,SDSS
222,8719,0.0165184,-0.0577669,9.306,0.1633,0.0235789,0.07,SDSS
223,10028,-1.21499,0.0147843,10.597,0.1784,0.0248355,0.075,SDSS
224,10434,-0.0162981,-0.0782564,11.602,0.1601,0.0265542,0.084,SDSS
225,10805,-0.968791,0.0658241,9.99,0.3867,0.0256377,0.044,SDSS
226,12843,-0.998435,0.0422646,11.258,0.305,0.0346768,0.08,SDSS
227,12853,-0.53035,-0.0513538,10.364,0.3528,0.0330972,0.072,SDSS
229,12860,-0.306696,0.1445,10.614,0.2013,0.0282436,0.049,SDSS
230,12928,-0.541483,-0.057565,11.031,0.4048,0.0340158,0.075,SDSS
231,12971,1.1759,-0.0890793,11.598,0.5605,0.0365346,0.099,SDSS
232,12977,0.077564,-0.0478177,9.614,0.4989,0.0388775,0.095,SDSS
233,13025,0.8901,0.0467346,10.836,0.5458,0.0487636,0.052,SDSS
234,13045,-0.107992,0.0607695,10.574,0.3412,0.0326049,0.063,SDSS
235,13070,0.9599,-0.138894,10.267,0.2748,0.0319036,0.053,SDSS
236,13072,0.436,-0.00657059,10.874,0.406,0.0448288,54.96,SDSS
237,13099,0.3686,-0.0195626,10.86,0.7325,0.0459822,0.08,SDSS
238,13135,-1.34067,-0.062871,11.134,0.101,0.0217477,0.081,SDSS
239,13305,1.0009,-0.00714979,10.055,0.3048,0.0336483,0.073,SDSS
240,13354,1.0525,0.0917603,10.472,0.1664,0.0271453,0.07,SDSS
241,13506,-0.131971,0.1403,10.19,0.6585,0.0474439,0.081,SDSS
242,13511,-1.53494,-0.0921056,11.411,0.4634,0.0412356,0.122,SDSS
244,13655,-1.30009,0.0881393,11.238,0.6218,0.0501835,0.132,SDSS
245,13727,1.3202,-0.0409228,9.953,0.3467,0.0381757,0.084,SDSS
247,13830,1.2576,-0.0194588,11.174,0.6522,0.0541792,0.075,SDSS
248,13835,0.641,-0.0745586,10.507,0.2553,0.0351554,0.06,SDSS
249,13894,0.7356,0.1691,9.424,0.1695,0.0274615,0.105,SDSS
250,13934,-0.717827,-0.0965145,10.791,0.8503,0.0750615,0.119,SDSS
251,14157,1.1538,-0.0478697,11.127,0.2766,0.0344442,0.062,SDSS
252,14212,-0.312608,-0.0255047,10.497,0.1804,0.0327785,0.105,SDSS
253,14261,0.6832,-0.0313923,9.135,0.4869,0.0459477,0.076,SDSS
254,14284,-0.292937,-0.0629261,10.572,0.1741,0.0242571,0.078,SDSS
256,14437,0.6223,-0.0906955,10.186,0.1251,0.0246642,0.117,SDSS
257,14456,-0.0544689,-0.024227,11.095,0.575,0.0501013,0.176,SDSS
258,14481,-1.02712,-0.154985,11.215,0.3986,0.0502651,0.112,SDSS
259,14846,0.67,-0.0434448,11.075,0.3004,0.0359607,0.059,SDSS
260,14984,1.0268,0.0795747,10.395,0.3449,0.0341698,0.065,SDSS
261,15132,1.0695,-0.124536,11.224,0.1514,0.0220873,54.255,SDSS
262,15171,0.6692,-0.0655636,8.85,0.1485,0.0248487,0.142,SDSS
263,15201,-1.88039,0.1493,11.312,0.686,0.0573295,0.09,SDSS
264,15203,1.1197,0.00361027,10.219,0.2763,0.0320282,0.069,SDSS
265,15222,-1.32973,0.0240462,11.571,0.2902,0.0356621,0.11,SDSS
266,15229,0.7003,-0.0320393,9.165,0.2973,0.0367929,0.109,SDSS
267,15356,-0.611901,-0.0420196,10.743,0.5043,0.0454834,0.166,SDSS
268,15365,0.7913,-0.0497522,11.178,0.2344,0.0271057,0.075,SDSS
269,15425,0.9829,0.00692727,10.526,0.1707,0.0253448,0.062,SDSS
270,15433,-0.0447755,-0.064101,10.806,0.2709,0.0354025,0.088,SDSS
271,15453,1.1496,-0.0179888,8.989,0.252,0.0279968,0.147,SDSS
272,15466,-1.07216,0.0346382,10.622,0.4123,0.0478568,0.073,SDSS
273,15508,0.8825,-0.0526758,9.964,0.1065,0.0216273,0.068,SDSS
274,15584,0.3887,-0.0450532,10.9,0.4234,0.044312,0.124,SDSS
275,15648,-1.36668,0.1183,11.339,0.3563,0.0487057,0.084,SDSS
277,15704,0.0747335,-0.177342,10.933,0.5839,0.0554244,0.115,SDSS
278,15872,0.7575,-0.0689362,9.66,0.3064,0.0357326,0.089,SDSS
279,15897,-2.40836,0.00961516,10.816,0.2571,0.0363288,0.088,SDSS
280,16069,0.8789,0.1618,10.837,0.2214,0.0269093,0.05,SDSS
281,16072,0.2827,-0.0287625,10.943,0.6658,0.0544224,0.106,SDSS
282,16100,-0.405614,0.0510281,9.661,0.3617,0.0379719,0.157,SDSS
283,16185,-2.23123,0.0638578,9.716,0.2149,0.0253267,0.087,SDSS
284,16232,0.0166791,-0.120046,10.651,0.7927,0.0316532,0.173,SDSS
285,16259,-1.50991,0.0782828,11.223,0.2226,0.02775,0.063,SDSS
286,16276,-0.0185248,-0.0232846,9.288,0.5793,0.0317175,0.2,SDSS
287,16350,-0.938459,-0.0881971,10.79,0.5479,0.0430376,0.088,SDSS
288,17171,-0.373139,-0.137894,10.875,0.3314,0.035795,0.062,SDSS
289,17186,0.6482,0.1192,10.769,0.1502,0.0241608,0.057,SDSS
290,17208,0.8596,-0.065311,8.77,0.2276,0.0292623,0.202,SDSS
292,17253,-0.15201,-0.130798,10.968,0.4221,0.0697073,0.066,SDSS
293,17258,0.2828,0.0303476,9.555,0.2081,0.0339224,0.046,SDSS
294,17280,-0.835948,-0.195701,10.934,0.292,0.0507359,0.048,SDSS
295,17332,-0.21067,0.0413556,10.604,0.2757,0.0342377,0.114,SDSS
296,17340,-0.038427,-0.00221389,11.443,0.4476,0.0440595,0.105,SDSS
297,17435,0.9181,-0.106793,8.818,0.2596,0.034491,0.182,SDSS
298,17605,0.7996,0.021943,10.839,0.4506,0.039849,0.049,SDSS
299,17629,-0.341675,0.0642276,11.199,0.1483,0.0266063,0.056,SDSS
300,17801,-0.659041,-0.0144898,11.4,0.5001,0.054556,0.086,SDSS
301,18091,-0.591672,-0.193532,10.972,0.69,0.0608032,0.086,SDSS
302,18415,-1.63253,-0.0811076,10.989,0.1737,0.0285244,0.077,SDSS
303,18463,0.9827,-0.0416822,10.244,0.4217,0.045583,0.096,SDSS
304,18485,1.3363,-0.0820565,10.908,0.4208,0.0405567,0.084,SDSS
305,18604,-2.14115,-0.0436362,11.05,0.3553,0.0356378,0.073,SDSS
306,18612,-0.73992,0.0673531,11.123,0.1334,0.0225438,0.092,SDSS
307,18650,0.8877,-0.0311692,8.906,0.1185,0.0244648,0.076,SDSS
308,18740,-0.0366876,0.0346161,10.663,0.1283,0.0228315,0.086,SDSS
309,18768,-0.412263,-0.0255804,9.778,0.3001,0.0375364,0.22,SDSS
310,18787,0.1701,0.0449957,11.072,0.4499,0.0324451,0.117,SDSS
311,18807,0.4777,-0.00287029,10.998,0.2507,0.0288752,0.075,SDSS
312,19008,1.0788,0.090643,10.401,0.402,0.0423392,0.071,SDSS
314,19174,-0.749589,0.0565403,11.02,0.218,0.0313006,0.054,SDSS
315,19207,0.503,0.0135065,10.626,0.5946,0.0525243,0.066,SDSS
316,19543,-0.829342,-0.0161249,8.801,0.1403,0.0239853,0.101,SDSS
317,19616,0.1429,-0.0207834,11.04,0.1954,0.0260263,0.043,SDSS
318,19658,0.00515199,-0.0843972,8.996,0.263,0.0350917,0.182,SDSS
319,19702,-1.08725,-0.0637953,9.896,0.4789,0.0526769,0.124,SDSS
320,19757,0.2561,-0.100264,10.395,0.9355,0.0632859,0.116,SDSS
322,19968,-1.88082,-0.0287755,10.492,0.1706,0.0229144,0.064,SDSS
323,19992,0.2744,-0.0793403,10.628,0.5439,0.0472049,54.33,SDSS
324,20040,1.1409,-0.106812,10.257,0.7334,0.0450815,0.138,SDSS
325,20048,-0.678445,0.0186583,10.86,0.5177,0.0384725,0.09,SDSS
326,20064,0.8204,0.0619927,11.381,0.1491,0.0220326,0.06,SDSS
327,20106,-1.05206,-0.114572,10.277,0.7417,0.0695095,0.198,SDSS
328,20144,0.1741,-0.0941342,9.641,0.5687,0.0341888,0.11,SDSS
331,20625,-0.106458,0.00329824,10.681,0.2067,0.0235566,0.048,SDSS
332,20764,-1.41806,-0.101492,11.011,0.3718,0.029642,0.075,SDSS
333,21034,0.0567713,0.0392246,10.63,0.28,0.0237703,0.041,SDSS
334,22075,-1.68078,-0.0260803,11.172,0.3387,0.0290648,0.067,SDSS
0,03D1au,1.27,-0.0115372,9.517,0.1503,0.0293198,0.1105,SNLS
1,03D1ax,-0.727943,-0.0986878,11.58,0.1013,0.0285664,0.1125,SNLS
2,03D1co,0.668,-0.0367941,8.647,0.3999,0.0669054,0.284,SNLS
3,03D1ew,0.3915,-0.0610569,8.53,0.345,0.0657322,0.805,SNLS
4,03D1fq,-1.03274,-0.0529832,10.651,0.4011,0.0631378,0.127,SNLS
5,03D3ay,0.5745,-0.0565309,10.198,0.198,0.032162,0.0675,SNLS
6,03D3bl,0.0531571,0.2023,10.831,0.1721,0.0283189,0.0925,SNLS
7,03D4ag,0.9431,-0.0841374,10.628,0.1058,0.0230079,0.099,SNLS
8,03D4au,0.3792,0.1192,9.464,0.3296,0.0404942,0.1065,SNLS
9,03D4cx,-0.114899,0.059635,11.008,0.6694,0.0618204,0.157,SNLS
10,03D4cz,-1.77016,-0.0720015,10.389,0.3715,0.0834857,0.245,SNLS
11,03D4di,1.4731,-0.0796778,9.879,0.4089,0.0611018,0.0635,SNLS
12,03D4fd,0.7945,-0.0399821,10.005,0.4712,0.0258137,0.2195,SNLS
13,03D4gg,1.0029,0.013488,10.162,0.4333,0.0390552,0.0055,SNLS
14,04D1dc,-1.23107,-0.00448154,10.635,0.061977,0.0245965,0.0415,SNLS
15,04D1ff,0.7314,0.0434838,8.73,0.272,0.0561381,0.3045,SNLS
16,04D1hx,0.287,0.1165,9.645,0.1905,0.0326272,0.1335,SNLS
17,04D1iv,1.22,-0.115634,9.034,0.3477,0.0480381,0.45,SNLS
18,04D1jg,0.2603,-0.1004,11.338,0.157,0.0325177,0.1505,SNLS
19,04D1ks,0.7003,0.1038,7.966,0.2518,0.0595319,0.719,SNLS
20,04D1ow,-0.0325426,-0.16074,9.397,0.284,0.0490641,1.3735,SNLS
21,04D1pd,0.2016,0.0437312,10.215,0.4225,0.0610246,0.1145,SNLS
22,04D1pp,-1.36495,-0.108968,11.382,0.2139,0.0499316,0.0895,SNLS
23,04D1qd,0.1791,0.021226,10.496,0.2729,0.0534707,0.0645,SNLS
24,04D1rx,0.6025,-0.09585,9.769,0.4511,0.0571643,0.125,SNLS
25,04D1si,0.1404,-0.00766252,10.638,0.2969,0.0523554,0.127,SNLS
26,04D2al,-1.33278,-0.0908779,9.642,0.8079,0.0733366,0.219,SNLS
27,04D2cf,-0.869819,-0.0137427,10.809,0.1627,0.0298129,0.1575,SNLS
28,04D2fs,0.0976984,0.060676,8.386,0.102,0.0252537,0.294,SNLS
29,04D2gc,1.1111,0.0164202,9.326,0.2037,0.0343362,0.2025,SNLS
32,04D2mh,1.5815,0.0182101,9.097,0.1721,0.0302827,0.418,SNLS
33,04D3co,-0.666539,-0.0200703,9.517,0.1929,0.0174857,0.243,SNLS
34,04D3dd,0.738,-0.013148,9.48,0.6702,0.0717522,0.1335,SNLS
35,04D3do,-0.826452,-0.108506,10.485,0.1495,0.0343143,0.071,SNLS
36,04D3fk,-0.395308,0.078712,10.189,0.0811272,0.0229451,0.0765,SNLS
37,04D3gt,-0.229321,0.1918,11.34,0.1105,0.0276498,0.0945,SNLS
38,04D3hn,-0.56664,0.0818121,10.79,0.1206,0.0338445,0.022,SNLS
39,04D3ks,0.6392,-0.0317871,8.459,0.304,0.0602404,0.226,SNLS
40,04D3lu,-0.580868,-0.11081,11.111,0.2251,0.0542189,0.0765,SNLS
41,04D3ml,1.1664,-0.140442,9.882,0.4505,0.0486395,0.2085,SNLS
42,04D3nh,0.6087,-0.00262291,9.356,0.0874864,0.0211701,0.0205,SNLS
43,04D3ny,-0.0716221,-0.0114148,10.032,0.4948,0.0619597,0.262,SNLS
44,04D4an,-0.348572,0.021226,10.541,0.3959,0.0394158,0.154,SNLS
45,04D4bq,0.666,0.0993785,8.706,0.2594,0.0370823,0.7525,SNLS
46,04D4dw,1.1066,-0.126679,10.785,0.4152,0.0549567,0.22,SNLS
47,04D4gg,1.2319,0.0817687,10.057,0.1372,0.0249101,0.3455,SNLS
48,04D4hu,0.0531798,-0.103525,9.475,0.2342,0.0573371,0.222,SNLS
49,04D4ic,-0.864774,-0.0158963,9.325,0.3814,0.0729967,0.155,SNLS
50,04D4ih,0.3461,-0.212703,10.855,0.3497,0.0502361,0.1285,SNLS
51,04D4im,1.1745,0.0127256,11.199,0.2296,0.0577528,0.1025,SNLS
52,04D4jr,1.5288,-0.0611418,8.024,0.1207,0.0266872,0.6755,SNLS
53,04D4jw,-0.655183,-0.190335,11.226,0.4033,0.0616785,0.1005,SNLS
54,05D1az,1.8827,-0.0114716,8.631,0.3685,0.0551922,0.6335,SNLS
55,05D1cc,-0.146679,8.18076e-05,9.316,0.1509,0.0276194,0.2025,SNLS
56,05D1cl,2.3098,-0.0666607,8.42,0.3439,0.0540109,0.4745,SNLS
57,05D1dx,0.6482,-0.040527,9.416,0.1211,0.0284889,0.113,SNLS
58,05D1em,0.2538,-0.134668,11.043,0.2859,0.0528799,0.047,SNLS
59,05D1er,0.4777,0.0864685,10.379,0.4356,0.0660004,0.148,SNLS
60,05D1hm,1.0927,0.1485,9.854,0.2582,0.0376427,0.177,SNLS
61,05D1ix,0.5499,-0.0665827,7.466,0.137,0.0256736,0.7095,SNLS
62,05D1ke,0.2306,-0.1019,8.851,0.2565,0.0471748,0.3325,SNLS
63,05D2ab,-0.157534,-0.0374068,10.098,0.0838995,0.0214057,0.08,SNLS
64,05D2ah,-0.0736339,-0.00110146,9.21,0.0477098,0.0237979,0.0145,SNLS
66,05D2bw,-0.282586,-0.129641,9.144,0.4826,0.0613142,0.54,SNLS
67,05D2cb,0.8882,0.1617,9.534,0.1899,0.0286166,0.078,SNLS
68,05D2ck,-2.62667,-0.000495067,10.941,0.4549,0.0673354,0.095,SNLS
69,05D2dt,0.1739,0.0362779,10.244,0.2699,0.0352402,0.096,SNLS
70,05D2dy,1.5911,-0.120524,7.738,0.184,0.0284513,0.8285,SNLS
71,05D2ec,-0.203046,-0.100494,9.997,0.2113,0.0532163,0.0565,SNLS
72,05D2hc,-0.680634,0.0374614,10.977,0.1635,0.0238634,0.092,SNLS
73,05D2ie,-0.0717215,-0.0757316,9.287,0.1406,0.0254279,0.0525,SNLS
74,05D2mp,1.2886,0.0156492,8.657,0.1876,0.0243191,0.1825,SNLS
76,05D2ob,1.0915,0.0400568,8.557,0.5893,0.0270598,0.374,SNLS
77,05D3cf,-0.253457,0.00786825,9.609,0.1732,0.0262418,0.138,SNLS
78,05D3cq,-0.704787,-0.192135,8.876,0.4478,0.0498209,0.27,SNLS
79,05D3dd,-0.213481,-0.0306153,11.222,0.1246,0.0245328,0.097,SNLS
80,05D3gp,-0.485366,-0.0712763,9.015,0.3881,0.044475,0.185,SNLS
81,05D3ha,-0.196664,0.0952107,11.164,0.3875,0.0618985,0.159,SNLS
82,05D3hs,0.5659,-0.159919,9.004,0.2077,0.0550162,0.13,SNLS
83,05D3jb,0.9429,-0.0635274,10.471,0.2316,0.0478955,0.0465,SNLS
84,05D3jk,0.7839,-0.12427,9.457,0.181,0.0437608,0.3105,SNLS
85,05D3jr,-0.901728,0.049486,8.008,0.12,0.022432,0.833,SNLS
86,05D3kp,1.2658,-0.139197,10.62,0.2304,0.0469296,0.1265,SNLS
87,05D3kx,0.7062,-0.042768,10.63,0.0627544,0.0237359,0.0675,SNLS
88,05D3lb,0.2957,0.0371233,8.931,0.1822,0.047538,0.23,SNLS
89,05D3lr,0.1748,0.1053,10.873,0.3445,0.038385,0.051,SNLS
90,05D3mn,-0.208763,-0.0340873,10.432,0.2899,0.0491378,0.1145,SNLS
91,05D3mx,-1.37564,-0.0770414,10.788,0.1065,0.029933,0.066,SNLS
92,05D4af,0.1289,-0.0252435,8.986,0.234,0.0301203,0.0885,SNLS
93,05D4av,0.8751,0.1725,10.285,0.1775,0.0292093,0.1175,SNLS
94,05D4bf,0.0795797,-0.00277466,10.23,0.2313,0.0386766,0.084,SNLS
95,05D4bj,0.1928,0.0700628,9.265,0.2937,0.0434674,0.0965,SNLS
96,05D4cn,1.1376,0.00625812,10.461,0.2411,0.0522582,0.3055,SNLS
97,05D4cs,1.3948,-0.11267,8.98,0.2123,0.0483958,0.6325,SNLS
98,05D4dt,-0.981025,-0.0465478,10.429,0.1052,0.0239807,0.115,SNLS
99,05D4dy,-0.372178,-0.11563,8.321,0.3814,0.062142,0.1705,SNLS
100,05D4ej,0.2112,-0.0225371,10.133,0.1722,0.0312822,0.156,SNLS
101,05D4ev,-1.1064,-0.0351744,10.883,0.2754,0.0610586,0.0615,SNLS
102,05D4fg,0.2742,-0.153172,11.277,0.2662,0.0540527,0.0915,SNLS
103,05D4gw,0.0264593,0.0371388,8.984,0.4621,0.0676635,0.114,SNLS
104,06D2bk,0.4703,0.00691811,8.617,0.2778,0.0321446,0.0855,SNLS
105,06D2cc,-0.564896,0.0863075,10.87,0.3318,0.049599,0.1085,SNLS
106,06D2ce,2.0405,0.0022512,11.326,0.8885,0.0765956,0.0705,SNLS
107,06D2fb,-0.358863,-0.0219282,9.74,0.0540268,0.0246656,0.124,SNLS
108,06D2gb,-1.57488,-0.0132559,10.905,0.2022,0.0372304,0.1245,SNLS
109,06D3cc,0.724,-0.00311853,10.083,0.6453,0.0818961,0.127,SNLS
110,06D3do,0.6248,-0.0661075,8.709,0.2926,0.049904,0.183,SNLS
111,06D3ed,-0.391164,-0.0653669,9.512,0.0806924,0.0228118,0.205,SNLS
112,06D3em,-0.148077,0.1791,9.459,0.3507,0.0581669,0.2445,SNLS
113,06D3et,-1.35159,-0.0797774,10.766,0.1442,0.0309786,0.09,SNLS
114,06D3gh,0.2365,-0.0708148,9.3,0.3404,0.0639547,0.2445,SNLS
115,06D4bo,0.7599,-0.0387456,9.96,0.1782,0.0293251,0.2225,SNLS
116,06D4ce,1.7267,-0.107828,8.861,0.5664,0.0609719,0.317,SNLS
117,06D4co,-0.387877,-0.0415282,10.627,0.0947362,0.0224666,0.1515,SNLS
118,06D4dh,0.5185,-0.159399,9.381,0.0635507,0.0211181,0.067,SNLS
119,03D1aw,0.9916,-0.0254877,9.169,0.2747,0.0353346,0.088,SNLS
120,03D1bp,-1.14873,-0.0410989,10.821,0.1102,0.0265653,0.1235,SNLS
121,03D1fc,0.6398,-0.0167078,10.391,0.1166,0.0232993,0.036,SNLS
122,03D3aw,0.801,-0.0885931,10.695,0.2342,0.0383129,0.034,SNLS
123,03D3ba,0.762,0.1144,10.211,0.1228,0.0340236,0.0935,SNLS
124,03D3cd,1.8722,-0.0456587,9.339,0.5559,0.0361866,0.152,SNLS
125,03D4at,0.2023,-0.052183,8.751,0.3272,0.0650147,0.0775,SNLS
127,03D4cy,0.8601,-0.0549363,9.705,0.5856,0.0694177,0.2355,SNLS
128,03D4dh,1.1289,-0.0730388,9.414,0.1778,0.032885,0.1625,SNLS
130,03D4gf,0.5185,-0.0346335,7.638,0.3076,0.0366825,0.2905,SNLS
132,04D1de,0.908,-0.119655,9.64,0.2429,0.0538752,0.1665,SNLS
133,04D1hd,0.7929,-0.0885123,8.199,0.067799,0.0213003,0.0905,SNLS
134,04D1hy,1.1771,-0.0491439,8.086,0.2756,0.0531757,0.8255,SNLS
135,04D1jd,0.158,0.1068,10.38,0.2835,0.0637505,0.1475,SNLS
136,04D1kj,0.2177,-0.0600115,9.929,0.1255,0.0103985,0.1075,SNLS
137,04D1oh,-0.0710547,-0.0633826,9.17,0.2071,0.0327267,0.1525,SNLS
138,04D1pc,-0.41061,0.0910442,10.418,0.3345,0.0601648,0.1795,SNLS
139,04D1pg,0.9832,0.1068,9.808,0.1953,0.0334141,0.161,SNLS
140,04D1pu,-1.59673,0.1068,9.314,0.3463,0.079534,0.2395,SNLS
141,04D1rh,0.8304,-0.0555317,9.888,0.2099,0.0247052,0.132,SNLS
142,04D1sa,-0.439753,-0.0612197,10.623,0.2873,0.0344747,0.064,SNLS
143,04D1sk,0.4462,0.090235,10.416,0.3768,0.0542917,0.15,SNLS
144,04D2an,-0.310162,-0.0462824,7.542,0.48,0.0448694,0.574,SNLS
145,04D2fp,0.3868,-0.0487748,10.235,0.1278,0.0269341,0.2175,SNLS
146,04D2gb,-1.58744,0.0261618,10.246,0.1709,0.0333608,0.09,SNLS
147,04D2gp,-1.35267,-0.140459,8.834,0.4109,0.0815826,0.23,SNLS
148,04D2ja,0.3577,-0.201721,10.991,0.3991,0.0689044,0.0945,SNLS
149,04D2mc,-1.78958,0.083956,10.96,0.1159,0.0291041,0.118,SNLS
150,04D2mj,1.5099,0.1616,9.548,0.2241,0.0332682,0.123,SNLS
151,04D3cy,-0.195348,-0.0320971,9.98,0.2032,0.0620119,0.212,SNLS
